food_id,gx,gy,x,y,value,size,fruit_index,hex_id_le,hex_x_le,hex_y_le,binary_packet_hex
935,34,9,10355.6,2807.5,7,72,1,A7 03 00 00,66 CE 21 46,00 78 2F 45,A7 03 00 00 22 00 09 00 66 CE 21 46 00 78 2F 45
936,35,9,10657.3,2788.5,7,72,8,A8 03 00 00,33 85 26 46,00 48 2E 45,A8 03 00 00 23 00 09 00 33 85 26 46 00 48 2E 45
937,36,9,10957.8,2857.5,7,72,4,A9 03 00 00,33 37 2B 46,00 98 32 45,A9 03 00 00 24 00 09 00 33 37 2B 46 00 98 32 45
938,37,9,11276,2777.6,6,67,3,AA 03 00 00,00 30 30 46,9A 99 2D 45,AA 03 00 00 25 00 09 00 00 30 30 46 9A 99 2D 45
939,38,9,11488.6,2949.2,7,72,0,AB 03 00 00,66 82 33 46,33 53 38 45,AB 03 00 00 26 00 09 00 66 82 33 46 33 53 38 45
940,39,9,11862.5,2741.5,7,72,0,AC 03 00 00,00 5A 39 46,00 58 2B 45,AC 03 00 00 27 00 09 00 00 5A 39 46 00 58 2B 45
941,40,9,12255.6,2925.9,9,82,12,AD 03 00 00,66 7E 3F 46,66 DE 36 45,AD 03 00 00 28 00 09 00 66 7E 3F 46 66 DE 36 45
942,41,9,12513.8,2774.7,5,62,9,AE 03 00 00,33 87 43 46,33 6B 2D 45,AE 03 00 00 29 00 09 00 33 87 43 46 33 6B 2D 45
943,42,9,12825.1,2931.8,10,87,1,AF 03 00 00,66 64 48 46,CD 3C 37 45,AF 03 00 00 2A 00 09 00 66 64 48 46 CD 3C 37 45
944,43,9,12996.1,2883.2,8,77,11,B0 03 00 00,66 10 4B 46,33 33 34 45,B0 03 00 00 2B 00 09 00 66 10 4B 46 33 33 34 45
945,44,9,13329.2,2828.4,5,62,3,B1 03 00 00,CD 44 50 46,66 C6 30 45,B1 03 00 00 2C 00 09 00 CD 44 50 46 66 C6 30 45
946,45,9,13642.4,2809.4,6,67,5,B2 03 00 00,9A 29 55 46,66 96 2F 45,B2 03 00 00 2D 00 09 00 9A 29 55 46 66 96 2F 45
947,46,9,14046.4,2925.9,5,62,11,B3 03 00 00,9A 79 5B 46,66 DE 36 45,B3 03 00 00 2E 00 09 00 9A 79 5B 46 66 DE 36 45
948,47,9,14357.7,2862.9,10,87,3,B4 03 00 00,CD 56 60 46,66 EE 32 45,B4 03 00 00 2F 00 09 00 CD 56 60 46 66 EE 32 45
949,48,9,14577.2,2797.6,10,87,7,B5 03 00 00,CD C4 63 46,9A D9 2E 45,B5 03 00 00 30 00 09 00 CD C4 63 46 9A D9 2E 45
950,49,9,14745.5,2764,10,87,2,B6 03 00 00,00 66 66 46,00 C0 2C 45,B6 03 00 00 31 00 09 00 00 66 66 46 00 C0 2C 45
951,50,9,15149.3,2743.4,6,67,4,B7 03 00 00,33 B5 6C 46,66 76 2B 45,B7 03 00 00 32 00 09 00 33 B5 6C 46 66 76 2B 45
952,51,9,15509.8,2883.7,10,87,2,B8 03 00 00,33 57 72 46,33 3B 34 45,B8 03 00 00 33 00 09 00 33 57 72 46 33 3B 34 45
953,52,9,15768,2952.5,5,62,12,B9 03 00 00,00 60 76 46,00 88 38 45,B9 03 00 00 34 00 09 00 00 60 76 46 00 88 38 45
954,53,9,15980.6,2904.1,5,62,9,BA 03 00 00,66 B2 79 46,9A 81 35 45,BA 03 00 00 35 00 09 00 66 B2 79 46 9A 81 35 45
955,54,9,16253.1,2918,5,62,0,BB 03 00 00,66 F4 7D 46,00 60 36 45,BB 03 00 00 36 00 09 00 66 F4 7D 46 00 60 36 45
956,55,9,16752.5,2883.9,5,62,9,BC 03 00 00,00 E1 82 46,66 3E 34 45,BC 03 00 00 37 00 09 00 00 E1 82 46 66 3E 34 45
957,56,9,17033.2,2820.8,7,72,10,BD 03 00 00,66 12 85 46,CD 4C 30 45,BD 03 00 00 38 00 09 00 66 12 85 46 CD 4C 30 45
958,57,9,17291.4,2889.6,9,82,7,BE 03 00 00,CD 16 87 46,9A 99 34 45,BE 03 00 00 39 00 09 00 CD 16 87 46 9A 99 34 45
959,58,9,17504,2841.2,9,82,4,BF 03 00 00,00 C0 88 46,33 93 31 45,BF 03 00 00 3A 00 09 00 00 C0 88 46 33 93 31 45
960,59,9,17922.7,2857.8,9,82,8,C0 03 00 00,66 05 8C 46,CD 9C 32 45,C0 03 00 00 3B 00 09 00 66 05 8C 46 CD 9C 32 45
961,60,9,18189.7,2809.6,7,72,11,C1 03 00 00,66 1B 8E 46,9A 99 2F 45,C1 03 00 00 3C 00 09 00 66 1B 8E 46 9A 99 2F 45
962,61,9,18417.8,2774.3,10,87,2,C2 03 00 00,9A E3 8F 46,CD 64 2D 45,C2 03 00 00 3D 00 09 00 9A E3 8F 46 CD 64 2D 45
963,62,9,18693.1,2874.2,5,62,0,C3 03 00 00,33 0A 92 46,33 A3 33 45,C3 03 00 00 3E 00 09 00 33 0A 92 46 33 A3 33 45
964,63,9,19083.5,2825.6,7,72,11,C4 03 00 00,00 17 95 46,9A 99 30 45,C4 03 00 00 3F 00 09 00 00 17 95 46 9A 99 30 45
965,64,9,19251.8,2792,7,72,6,C5 03 00 00,9A 67 96 46,00 80 2E 45,C5 03 00 00 40 00 09 00 9A 67 96 46 00 80 2E 45
966,65,9,19697.2,2743.7,9,82,9,C6 03 00 00,66 E2 99 46,33 7B 2B 45,C6 03 00 00 41 00 09 00 66 E2 99 46 33 7B 2B 45
967,66,9,20030.3,2908.8,5,62,1,C7 03 00 00,9A 7C 9C 46,CD CC 35 45,C7 03 00 00 42 00 09 00 9A 7C 9C 46 CD CC 35 45
968,67,9,20300,2757.7,8,77,6,C8 03 00 00,00 98 9E 46,33 5B 2C 45,C8 03 00 00 43 00 09 00 00 98 9E 46 33 5B 2C 45
969,68,9,20470.4,2929.1,10,87,4,C9 03 00 00,CD EC 9F 46,9A 11 37 45,C9 03 00 00 44 00 09 00 CD EC 9F 46 9A 11 37 45
970,69,9,20784.4,2943.2,6,67,8,CA 03 00 00,CD 60 A2 46,33 F3 37 45,CA 03 00 00 45 00 09 00 CD 60 A2 46 33 F3 37 45
971,70,9,21058.3,2878,5,62,5,CB 03 00 00,9A 84 A4 46,00 E0 33 45,CB 03 00 00 46 00 09 00 9A 84 A4 46 00 E0 33 45
972,71,9,21446.6,2844.4,10,87,0,CC 03 00 00,33 8D A7 46,66 C6 31 45,CC 03 00 00 47 00 09 00 33 8D A7 46 66 C6 31 45
973,72,9,21806.9,2911.7,8,77,5,CD 03 00 00,CD 5D AA 46,33 FB 35 45,CD 03 00 00 48 00 09 00 CD 5D AA 46 33 FB 35 45
974,73,9,22068.6,2846.5,6,67,8,CE 03 00 00,33 69 AC 46,00 E8 31 45,CE 03 00 00 49 00 09 00 33 69 AC 46 00 E8 31 45
975,74,9,22337.7,2783.4,7,72,1,CF 03 00 00,66 83 AE 46,66 F6 2D 45,CF 03 00 00 4A 00 09 00 66 83 AE 46 66 F6 2D 45
976,75,9,22681.1,2764.6,10,87,8,D0 03 00 00,33 32 B1 46,9A C9 2C 45,D0 03 00 00 4B 00 09 00 33 32 B1 46 9A C9 2C 45
977,76,9,23028.4,2950.8,9,82,2,D1 03 00 00,CD E8 B3 46,CD 6C 38 45,D1 03 00 00 4C 00 09 00 CD E8 B3 46 CD 6C 38 45
978,77,9,23190.1,2832.2,7,72,10,D2 03 00 00,33 2C B5 46,33 03 31 45,D2 03 00 00 4D 00 09 00 33 2C B5 46 33 03 31 45
979,78,9,23592,2783.6,10,87,3,D3 03 00 00,00 50 B8 46,9A F9 2D 45,D3 03 00 00 4E 00 09 00 00 50 B8 46 9A F9 2D 45
980,79,9,23861.1,2940.5,5,62,9,D4 03 00 00,33 6A BA 46,00 C8 37 45,D4 03 00 00 4F 00 09 00 33 6A BA 46 00 C8 37 45
981,80,9,24254.2,2904.9,8,77,8,D5 03 00 00,66 7C BD 46,66 8E 35 45,D5 03 00 00 50 00 09 00 66 7C BD 46 66 8E 35 45
982,81,9,24380.2,2871.1,9,82,4,D6 03 00 00,66 78 BE 46,9A 71 33 45,D6 03 00 00 51 00 09 00 66 78 BE 46 9A 71 33 45
983,82,9,24680.7,2940.1,9,82,0,D7 03 00 00,66 D1 C0 46,9A C1 37 45,D7 03 00 00 52 00 09 00 66 D1 C0 46 9A C1 37 45
984,83,9,25096.2,2860.7,7,72,3,D8 03 00 00,66 10 C4 46,33 CB 32 45,D8 03 00 00 53 00 09 00 66 10 C4 46 33 CB 32 45
985,84,9,25313.6,2810.3,5,62,4,D9 03 00 00,33 C3 C5 46,CD A4 2F 45,D9 03 00 00 54 00 09 00 33 C3 C5 46 CD A4 2F 45
986,85,9,25541.1,2839,8,77,7,DA 03 00 00,33 8A C7 46,00 70 31 45,DA 03 00 00 55 00 09 00 33 8A C7 46 00 70 31 45
987,86,9,25928.7,2805.4,5,62,3,DB 03 00 00,66 91 CA 46,66 56 2F 45,DB 03 00 00 56 00 09 00 66 91 CA 46 66 56 2F 45
988,87,9,26188.2,2874.2,5,62,11,DC 03 00 00,66 98 CC 46,33 A3 33 45,DC 03 00 00 57 00 09 00 66 98 CC 46 33 A3 33 45
989,88,9,26512.2,2842.3,8,77,4,DD 03 00 00,66 20 CF 46,CD A4 31 45,DD 03 00 00 58 00 09 00 66 20 CF 46 CD A4 31 45
990,89,9,26869.8,2808.5,10,87,8,DE 03 00 00,9A EB D1 46,00 88 2F 45,DE 03 00 00 59 00 09 00 9A EB D1 46 00 88 2F 45
991,90,9,27171.5,2789.5,10,87,2,DF 03 00 00,00 47 D4 46,00 58 2E 45,DF 03 00 00 5A 00 09 00 00 47 D4 46 00 58 2E 45
992,91,9,27388.9,2959.2,8,77,3,E0 03 00 00,CD F9 D5 46,33 F3 38 45,E0 03 00 00 5B 00 09 00 CD F9 D5 46 33 F3 38 45
993,92,9,27792.9,2855.6,7,72,9,E1 03 00 00,CD 21 D9 46,9A 79 32 45,E1 03 00 00 5C 00 09 00 CD 21 D9 46 9A 79 32 45
994,93,9,28148.5,2777.9,7,72,3,E2 03 00 00,00 E9 DB 46,66 9E 2D 45,E2 03 00 00 5D 00 09 00 00 E9 DB 46 66 9E 2D 45
995,94,9,28376.7,2742.6,10,87,7,E3 03 00 00,66 B1 DD 46,9A 69 2B 45,E3 03 00 00 5E 00 09 00 66 B1 DD 46 9A 69 2B 45
996,95,9,28549.7,2927,7,72,6,E4 03 00 00,66 0B DF 46,00 F0 36 45,E4 03 00 00 5F 00 09 00 66 0B DF 46 00 F0 36 45
997,96,9,28895.8,2893.2,8,77,2,E5 03 00 00,9A BF E1 46,33 D3 34 45,E5 03 00 00 60 00 09 00 9A BF E1 46 33 D3 34 45
998,97,9,29250.8,2815.5,6,67,10,E6 03 00 00,9A 85 E4 46,00 F8 2F 45,E6 03 00 00 61 00 09 00 9A 85 E4 46 00 F8 2F 45
999,98,9,29510.3,2884.3,6,67,5,E7 03 00 00,9A 8C E6 46,CD 44 34 45,E7 03 00 00 62 00 09 00 9A 8C E6 46 CD 44 34 45
1000,99,9,29800,2835.4,6,67,3,E8 03 00 00,00 D0 E8 46,66 36 31 45,E8 03 00 00 63 00 09 00 00 D0 E8 46 66 36 31 45
1001,0,10,200,3157,7,72,12,E9 03 00 00,00 00 48 43,00 50 45 45,E9 03 00 00 00 00 0A 00 00 00 48 43 00 50 45 45
1002,1,10,510.2,3138.7,5,62,9,EA 03 00 00,9A 19 FF 43,33 2B 44 45,EA 03 00 00 01 00 0A 00 9A 19 FF 43 33 2B 44 45
1003,2,10,844.5,3219.9,6,67,11,EB 03 00 00,00 20 53 44,66 3E 49 45,EB 03 00 00 02 00 0A 00 00 20 53 44 66 3E 49 45
1004,3,10,1085.5,3232.6,7,72,2,EC 03 00 00,00 B0 87 44,9A 09 4A 45,EC 03 00 00 03 00 0A 00 00 B0 87 44 9A 09 4A 45
1005,4,10,1251.5,3077,8,77,6,ED 03 00 00,00 70 9C 44,00 50 40 45,ED 03 00 00 04 00 0A 00 00 70 9C 44 00 50 40 45
1006,5,10,1712.4,3089.7,10,87,10,EE 03 00 00,CD 0C D6 44,33 1B 41 45,EE 03 00 00 05 00 0A 00 CD 0C D6 44 33 1B 41 45
1007,6,10,1924.9,3068.3,7,72,8,EF 03 00 00,CD 9C F0 44,CD C4 3F 45,EF 03 00 00 06 00 0A 00 CD 9C F0 44 CD C4 3F 45
1008,7,10,2210.1,3066.3,9,82,1,F0 03 00 00,9A 21 0A 45,CD A4 3F 45,F0 03 00 00 07 00 0A 00 9A 21 0A 45 CD A4 3F 45
1009,8,10,2551.9,3145.5,10,87,3,F1 03 00 00,66 7E 1F 45,00 98 44 45,F1 03 00 00 08 00 0A 00 66 7E 1F 45 00 98 44 45
1010,9,10,2908.6,3238.7,6,67,1,F2 03 00 00,9A C9 35 45,33 6B 4A 45,F2 03 00 00 09 00 0A 00 9A C9 35 45 33 6B 4A 45
1011,10,10,3127.2,3239.3,6,67,9,F3 03 00 00,33 73 43 45,CD 74 4A 45,F3 03 00 00 0A 00 0A 00 33 73 43 45 CD 74 4A 45
1012,11,10,3408.1,3210.3,7,72,5,F4 03 00 00,9A 01 55 45,CD A4 48 45,F4 03 00 00 0B 00 0A 00 9A 01 55 45 CD A4 48 45
1013,12,10,3681.2,3196.1,10,87,12,F5 03 00 00,33 13 66 45,9A C1 47 45,F5 03 00 00 0C 00 0A 00 33 13 66 45 9A C1 47 45
1014,13,10,3952.7,3084,5,62,7,F6 03 00 00,33 0B 77 45,00 C0 40 45,F6 03 00 00 0D 00 0A 00 33 0B 77 45 00 C0 40 45
1015,14,10,4256.5,3070,6,67,5,F7 03 00 00,00 04 85 45,00 E0 3F 45,F7 03 00 00 0E 00 0A 00 00 04 85 45 00 E0 3F 45
1016,15,10,4579.7,3161.1,8,77,2,F8 03 00 00,9A 1D 8F 45,9A 91 45 45,F8 03 00 00 0F 00 0A 00 9A 1D 8F 45 9A 91 45 45
1017,16,10,5042.8,3139.9,8,77,4,F9 03 00 00,66 96 9D 45,66 3E 44 45,F9 03 00 00 10 00 0A 00 66 96 9D 45 66 3E 44 45
1018,17,10,5297.4,3137.7,8,77,6,FA 03 00 00,33 8B A5 45,33 1B 44 45,FA 03 00 00 11 00 0A 00 33 8B A5 45 33 1B 44 45
1019,18,10,5628.4,3233.8,7,72,7,FB 03 00 00,33 E3 AF 45,CD 1C 4A 45,FB 03 00 00 12 00 0A 00 33 E3 AF 45 CD 1C 4A 45
1020,19,10,5924.3,3214.8,5,62,1,FC 03 00 00,66 22 B9 45,CD EC 48 45,FC 03 00 00 13 00 0A 00 66 22 B9 45 CD EC 48 45
1021,20,10,6255.4,3090.9,10,87,2,FD 03 00 00,33 7B C3 45,66 2E 41 45,FD 03 00 00 14 00 0A 00 33 7B C3 45 66 2E 41 45
1022,21,10,6367.5,3206.1,6,67,6,FE 03 00 00,00 FC C6 45,9A 61 48 45,FE 03 00 00 15 00 0A 00 00 FC C6 45 9A 61 48 45
1023,22,10,6789.9,3053.6,9,82,1,FF 03 00 00,33 2F D4 45,9A D9 3E 45,FF 03 00 00 16 00 0A 00 33 2F D4 45 9A D9 3E 45
1024,23,10,7090.1,3149.6,6,67,7,00 04 00 00,CD 90 DD 45,9A D9 44 45,00 04 00 00 17 00 0A 00 CD 90 DD 45 9A D9 44 45
1025,24,10,7334.4,3147.4,8,77,3,01 04 00 00,33 33 E5 45,66 B6 44 45,01 04 00 00 18 00 0A 00 33 33 E5 45 66 B6 44 45
1026,25,10,7665.4,3243.5,8,77,0,02 04 00 00,33 8B EF 45,00 B8 4A 45,02 04 00 00 19 00 0A 00 33 8B EF 45 00 B8 4A 45
1027,26,10,8049.3,3121.9,5,62,10,03 04 00 00,66 8A FB 45,66 1E 43 45,03 04 00 00 1A 00 0A 00 66 8A FB 45 66 1E 43 45
1028,27,10,8204.6,3203.2,5,62,9,04 04 00 00,66 32 00 46,33 33 48 45,04 04 00 00 1B 00 0A 00 66 32 00 46 33 33 48 45
1029,28,10,8634.8,3215.8,10,87,0,05 04 00 00,33 EB 06 46,CD FC 48 45,05 04 00 00 1C 00 0A 00 33 EB 06 46 CD FC 48 45
1030,29,10,8790.1,3077.2,10,87,12,06 04 00 00,66 58 09 46,33 53 40 45,06 04 00 00 1D 00 0A 00 66 58 09 46 33 53 40 45
1031,30,10,9065.3,3140.1,6,67,10,07 04 00 00,33 A5 0D 46,9A 41 44 45,07 04 00 00 1E 00 0A 00 33 A5 0D 46 9A 41 44 45
1032,31,10,9528.5,3118.8,6,67,8,08 04 00 00,00 E2 14 46,CD EC 42 45,08 04 00 00 1F 00 0A 00 00 E2 14 46 CD EC 42 45
1033,32,10,9844.3,3211.9,9,82,9,09 04 00 00,33 D1 19 46,66 BE 48 45,09 04 00 00 20 00 0A 00 33 D1 19 46 66 BE 48 45
1034,33,10,9940.1,3193,7,72,0,0A 04 00 00,66 50 1B 46,00 90 47 45,0A 04 00 00 21 00 0A 00 66 50 1B 46 00 90 47 45
1035,34,10,10266.1,3066.1,7,72,11,0B 04 00 00,66 68 20 46,9A A1 3F 45,0B 04 00 00 22 00 0A 00 66 68 20 46 9A A1 3F 45
1036,35,10,10704.7,3066.7,6,67,2,0C 04 00 00,CD 42 27 46,33 AB 3F 45,0C 04 00 00 23 00 0A 00 CD 42 27 46 33 AB 3F 45
1037,36,10,10929.3,3057.4,8,77,3,0D 04 00 00,33 C5 2A 46,66 16 3F 45,0D 04 00 00 24 00 0A 00 33 C5 2A 46 66 16 3F 45
1038,37,10,11243.8,3246.4,9,82,11,0E 04 00 00,33 AF 2F 46,66 E6 4A 45,0E 04 00 00 25 00 0A 00 33 AF 2F 46 66 E6 4A 45
1039,38,10,11556.3,3134.5,5,62,11,0F 04 00 00,33 91 34 46,00 E8 43 45,0F 04 00 00 26 00 0A 00 33 91 34 46 00 E8 43 45
1040,39,10,11900.9,3215.7,8,77,6,10 04 00 00,9A F3 39 46,33 FB 48 45,10 04 00 00 27 00 0A 00 9A F3 39 46 33 FB 48 45
1041,40,10,12190.9,3211.6,8,77,7,11 04 00 00,9A 7B 3E 46,9A B9 48 45,11 04 00 00 28 00 0A 00 9A 7B 3E 46 9A B9 48 45
1042,41,10,12395.7,3190.2,10,87,0,12 04 00 00,CD AE 41 46,33 63 47 45,12 04 00 00 29 00 0A 00 CD AE 41 46 33 63 47 45
1043,42,10,12680.9,3188.1,7,72,10,13 04 00 00,9A 23 46 46,9A 41 47 45,13 04 00 00 2A 00 0A 00 9A 23 46 46 9A 41 47 45
1044,43,10,12971,3064.1,6,67,6,14 04 00 00,00 AC 4A 46,9A 81 3F 45,14 04 00 00 2B 00 0A 00 00 AC 4A 46 9A 81 3F 45
1045,44,10,13321.8,3256.3,10,87,9,15 04 00 00,33 27 50 46,CD 84 4B 45,15 04 00 00 2C 00 0A 00 33 27 50 46 CD 84 4B 45
1046,45,10,13603.6,3144.2,8,77,1,16 04 00 00,66 8E 54 46,33 83 44 45,16 04 00 00 2D 00 0A 00 66 8E 54 46 33 83 44 45
1047,46,10,14025.8,3122.8,8,77,2,17 04 00 00,33 27 5B 46,CD 2C 43 45,17 04 00 00 2E 00 0A 00 33 27 5B 46 CD 2C 43 45
1048,47,10,14311,3120.7,5,62,8,18 04 00 00,00 9C 5F 46,33 0B 43 45,18 04 00 00 2F 00 0A 00 00 9C 5F 46 33 0B 43 45
1049,48,10,14652.8,3199.9,5,62,10,19 04 00 00,33 F3 64 46,66 FE 47 45,19 04 00 00 30 00 0A 00 33 F3 64 46 66 FE 47 45
1050,49,10,14938,3197.9,8,77,3,1A 04 00 00,00 68 69 46,66 DE 47 45,1A 04 00 00 31 00 0A 00 00 68 69 46 66 DE 47 45
1051,50,10,15238.3,3073.9,10,87,0,1B 04 00 00,33 19 6E 46,66 1E 40 45,1B 04 00 00 32 00 0A 00 33 19 6E 46 66 1E 40 45
1052,51,10,15352.7,3055,5,62,12,1C 04 00 00,CD E2 6F 46,00 F0 3E 45,1C 04 00 00 33 00 0A 00 CD E2 6F 46 00 F0 3E 45
1053,52,10,15777.4,3253.6,7,72,9,1D 04 00 00,9A 85 76 46,9A 59 4B 45,1D 04 00 00 34 00 0A 00 9A 85 76 46 9A 59 4B 45
1054,53,10,16018.4,3046.3,9,82,0,1E 04 00 00,9A 49 7A 46,CD 64 3E 45,1E 04 00 00 35 00 0A 00 9A 49 7A 46 CD 64 3E 45
1055,54,10,16352.7,3127.5,9,82,2,1F 04 00 00,CD 82 7F 46,00 78 43 45,1F 04 00 00 36 00 0A 00 CD 82 7F 46 00 78 43 45
1056,55,10,16721.5,3215.8,10,87,10,20 04 00 00,00 A3 82 46,CD FC 48 45,20 04 00 00 37 00 0A 00 00 A3 82 46 CD FC 48 45
1057,56,10,16994.6,3201.7,7,72,4,21 04 00 00,33 C5 84 46,33 1B 48 45,21 04 00 00 38 00 0A 00 33 C5 84 46 33 1B 48 45
1058,57,10,17178.2,3192.1,9,82,0,22 04 00 00,66 34 86 46,9A 81 47 45,22 04 00 00 39 00 0A 00 66 34 86 46 9A 81 47 45
1059,58,10,17657.7,3192.9,9,82,9,23 04 00 00,66 F3 89 46,66 8E 47 45,23 04 00 00 3A 00 0A 00 66 F3 89 46 66 8E 47 45
1060,59,10,17828.7,3116.4,6,67,10,24 04 00 00,66 49 8B 46,66 C6 42 45,24 04 00 00 3B 00 0A 00 66 49 8B 46 66 C6 42 45
1061,60,10,18088.2,3117.2,5,62,6,25 04 00 00,66 50 8D 46,33 D3 42 45,25 04 00 00 3C 00 0A 00 66 50 8D 46 33 D3 42 45
1062,61,10,18414.3,3210.3,5,62,0,26 04 00 00,9A DC 8F 46,CD A4 48 45,26 04 00 00 3D 00 0A 00 9A DC 8F 46 CD A4 48 45
1063,62,10,18706.6,3172.3,9,82,8,27 04 00 00,33 25 92 46,CD 44 46 45,27 04 00 00 3E 00 0A 00 33 25 92 46 CD 44 46 45
1064,63,10,19129.1,3184.8,7,72,7,28 04 00 00,33 72 95 46,CD 0C 47 45,28 04 00 00 3F 00 0A 00 33 72 95 46 CD 0C 47 45
1065,64,10,19284.4,3046.2,8,77,10,29 04 00 00,CD A8 96 46,33 63 3E 45,29 04 00 00 40 00 0A 00 CD A8 96 46 33 63 3E 45
1066,65,10,19704.4,3058.7,9,82,0,2A 04 00 00,CD F0 99 46,33 2B 3F 45,2A 04 00 00 41 00 0A 00 CD F0 99 46 33 2B 3F 45
1067,66,10,19906.8,3126.3,6,67,8,2B 04 00 00,9A 85 9B 46,CD 64 43 45,2B 04 00 00 42 00 0A 00 9A 85 9B 46 CD 64 43 45
1068,67,10,20267.7,3229.5,9,82,10,2C 04 00 00,66 57 9E 46,00 D8 49 45,2C 04 00 00 43 00 0A 00 66 57 9E 46 00 D8 49 45
1069,68,10,20539.2,3117.4,5,62,9,2D 04 00 00,66 76 A0 46,66 D6 42 45,2D 04 00 00 44 00 0A 00 66 76 A0 46 66 D6 42 45
1070,69,10,20914.5,3198.7,5,62,8,2E 04 00 00,00 65 A3 46,33 EB 47 45,2E 04 00 00 45 00 0A 00 00 65 A3 46 33 EB 47 45
1071,70,10,21166.2,3194.5,8,77,4,2F 04 00 00,66 5C A5 46,00 A8 47 45,2F 04 00 00 46 00 0A 00 66 5C A5 46 00 A8 47 45
1072,71,10,21541.5,3055.9,8,77,3,30 04 00 00,00 4B A8 46,66 FE 3E 45,30 04 00 00 47 00 0A 00 00 4B A8 46 66 FE 3E 45
1073,72,10,21663.9,3171.1,7,72,8,31 04 00 00,CD 3F A9 46,9A 31 46 45,31 04 00 00 48 00 0A 00 CD 3F A9 46 9A 31 46 45
1074,73,10,22044,3250.4,5,62,11,32 04 00 00,00 38 AC 46,66 26 4B 45,32 04 00 00 49 00 0A 00 00 38 AC 46 66 26 4B 45
1075,74,10,22290.9,3248.2,10,87,3,33 04 00 00,CD 25 AE 46,33 03 4B 45,33 04 00 00 4A 00 0A 00 CD 25 AE 46 33 03 4B 45
1076,75,10,22621.9,3124.3,9,82,0,34 04 00 00,CD BB B0 46,CD 44 43 45,34 04 00 00 4B 00 0A 00 CD BB B0 46 CD 44 43 45
1077,76,10,22866.2,3122.1,6,67,9,35 04 00 00,66 A4 B2 46,9A 21 43 45,35 04 00 00 4C 00 0A 00 66 A4 B2 46 9A 21 43 45
1078,77,10,23165.6,3081.1,5,62,6,36 04 00 00,33 FB B4 46,9A 91 40 45,36 04 00 00 4D 00 0A 00 33 FB B4 46 9A 91 40 45
1079,78,10,23447.4,3189,9,82,2,37 04 00 00,CD 2E B7 46,00 50 47 45,37 04 00 00 4E 00 0A 00 CD 2E B7 46 00 50 47 45
1080,79,10,23930.2,3174.8,9,82,8,38 04 00 00,66 F4 BA 46,CD 6C 46 45,38 04 00 00 4F 00 0A 00 66 F4 BA 46 CD 6C 46 45
1081,80,10,24071.8,3046.1,10,87,1,39 04 00 00,9A 0F BC 46,9A 61 3E 45,39 04 00 00 50 00 0A 00 9A 0F BC 46 9A 61 3E 45
1082,81,10,24557.2,3251.9,6,67,3,3A 04 00 00,66 DA BF 46,66 3E 4B 45,3A 04 00 00 51 00 0A 00 66 DA BF 46 66 3E 4B 45
1083,82,10,24781.8,3242.6,9,82,4,3B 04 00 00,9A 9B C1 46,9A A9 4A 45,3B 04 00 00 52 00 0A 00 9A 9B C1 46 9A A9 4A 45
1084,83,10,25010.6,3243.3,5,62,5,3C 04 00 00,33 65 C3 46,CD B4 4A 45,3C 04 00 00 53 00 0A 00 33 65 C3 46 CD B4 4A 45
1085,84,10,25416.5,3099.8,6,67,0,3D 04 00 00,00 91 C6 46,CD BC 41 45,3D 04 00 00 54 00 0A 00 00 91 C6 46 CD BC 41 45
1086,85,10,25709.1,3195.7,8,77,5,3E 04 00 00,33 DA C8 46,33 BB 47 45,3E 04 00 00 55 00 0A 00 33 DA C8 46 33 BB 47 45
1087,86,10,25994.3,3193.7,10,87,2,3F 04 00 00,9A 14 CB 46,33 9B 47 45,3F 04 00 00 56 00 0A 00 9A 14 CB 46 33 9B 47 45
1088,87,10,26196.5,3172.2,10,87,12,40 04 00 00,00 A9 CC 46,33 43 46 45,40 04 00 00 57 00 0A 00 00 A9 CC 46 33 43 46 45
1089,88,10,26526.6,3226.3,6,67,2,41 04 00 00,33 3D CF 46,CD A4 49 45,41 04 00 00 58 00 0A 00 33 3D CF 46 CD A4 49 45
1090,89,10,26852.6,3099.5,6,67,9,42 04 00 00,33 C9 D1 46,00 B8 41 45,42 04 00 00 59 00 0A 00 33 C9 D1 46 00 B8 41 45
1091,90,10,27071.2,3100.1,5,62,4,43 04 00 00,66 7E D3 46,9A C1 41 45,43 04 00 00 5A 00 0A 00 66 7E D3 46 9A C1 41 45
1092,91,10,27477.1,3176.6,6,67,8,44 04 00 00,33 AA D6 46,9A 89 46 45,44 04 00 00 5B 00 0A 00 33 AA D6 46 9A 89 46 45
1093,92,10,27681.8,3155.1,9,82,5,45 04 00 00,9A 43 D8 46,9A 31 45 45,45 04 00 00 5C 00 0A 00 9A 43 D8 46 9A 31 45 45
1094,93,10,28142.8,3167.9,10,87,9,46 04 00 00,9A DD DB 46,66 FE 45 45,46 04 00 00 5D 00 0A 00 9A DD DB 46 66 FE 45 45
1095,94,10,28267.4,3249.1,8,77,8,47 04 00 00,CD D6 DC 46,9A 11 4B 45,47 04 00 00 5E 00 0A 00 CD D6 DC 46 9A 11 4B 45
1096,95,10,28557.4,3245,8,77,5,48 04 00 00,CD 1A DF 46,00 D0 4A 45,48 04 00 00 5F 00 0A 00 CD 1A DF 46 00 D0 4A 45
1097,96,10,28894.4,3106.2,10,87,3,49 04 00 00,CD BC E1 46,33 23 42 45,49 04 00 00 60 00 0A 00 CD BC E1 46 33 23 42 45
